credit.policy,revol.util,fico,inq.last.6mths,purpose
True,9.3,757,0,credit_card
True,53.6,722,1,debt_consolidation
True,24.0,742,5,home_improvement
True,77.4,752,0,credit_card
True,10.5,777,0,all_other
True,91.8,702,3,debt_consolidation
True,1.0,802,0,all_other
True,0.9,757,0,debt_consolidation
True,44.4,707,1,credit_card
True,7.8,752,1,credit_card
True,81.0,677,0,credit_card
True,56.2,707,0,all_other
True,6.1,722,0,all_other
True,40.1,677,1,debt_consolidation
True,0.1,682,1,debt_consolidation
True,11.0,762,0,major_purchase
True,89.0,692,1,debt_consolidation
True,2.8,767,1,all_other
True,60.7,662,2,debt_consolidation
True,57.2,737,0,all_other
True,56.1,717,0,educational
True,53.5,707,1,credit_card
True,65.9,732,1,all_other
True,51.3,672,0,educational
True,93.8,667,1,debt_consolidation
True,45.7,692,1,debt_consolidation
True,0.0,707,3,all_other
True,23.8,777,3,small_business
True,50.7,687,1,all_other
True,95.8,692,2,debt_consolidation
True,43.5,692,1,debt_consolidation
True,74.7,677,1,debt_consolidation
True,44.9,727,2,home_improvement
True,39.3,667,1,debt_consolidation
True,72.1,687,0,debt_consolidation
True,81.5,687,2,debt_consolidation
True,96.9,692,0,debt_consolidation
True,4.9,732,0,home_improvement
True,78.3,707,3,major_purchase
True,75.4,707,0,debt_consolidation
True,38.9,687,1,debt_consolidation
True,31.1,722,1,debt_consolidation
True,92.1,677,1,credit_card
True,21.2,717,1,debt_consolidation
True,43.2,747,4,home_improvement
True,5.4,797,0,all_other
True,30.3,782,0,credit_card
True,26.0,707,0,debt_consolidation
True,5.3,802,0,all_other
True,67.0,662,0,all_other
True,68.3,747,0,credit_card
True,56.6,717,3,credit_card
True,23.5,742,1,credit_card
True,72.1,667,0,debt_consolidation
True,42.9,672,3,all_other
True,0.0,717,2,all_other
True,77.9,697,1,credit_card
True,0.3,802,0,all_other
True,79.2,667,1,debt_consolidation
True,89.4,682,0,credit_card
True,83.8,682,1,educational
True,36.9,687,1,debt_consolidation
True,14.0,762,2,home_improvement
True,56.6,732,1,debt_consolidation
True,51.2,727,2,debt_consolidation
True,70.1,687,0,credit_card
True,64.2,702,2,credit_card
True,46.9,717,0,debt_consolidation
True,5.2,787,0,home_improvement
True,30.9,777,2,home_improvement
True,0.2,737,0,all_other
True,80.7,717,0,debt_consolidation
True,56.8,672,1,debt_consolidation
True,89.7,677,0,debt_consolidation
True,58.1,717,0,debt_consolidation
True,1.7,667,2,educational
True,10.6,797,0,all_other
True,48.0,722,1,credit_card
True,27.4,727,0,all_other
True,57.1,667,3,debt_consolidation
True,90.1,697,1,debt_consolidation
True,30.8,717,3,debt_consolidation
True,19.6,717,0,debt_consolidation
True,82.5,667,2,credit_card
True,80.0,677,0,debt_consolidation
True,55.3,732,1,debt_consolidation
True,17.7,732,1,small_business
True,98.4,692,3,debt_consolidation
True,63.6,692,0,debt_consolidation
True,73.7,747,0,all_other
True,24.9,722,1,all_other
True,43.9,687,2,major_purchase
True,89.5,712,0,debt_consolidation
True,34.4,717,0,debt_consolidation
True,62.2,677,2,debt_consolidation
True,5.1,777,0,all_other
True,58.4,737,3,credit_card
True,17.1,787,0,credit_card
True,6.4,737,1,educational
True,12.3,792,1,major_purchase
True,4.1,747,4,small_business
True,79.4,692,1,educational
True,38.4,707,3,all_other
True,28.1,712,1,all_other
True,0.0,687,1,all_other
True,30.9,702,1,home_improvement
True,57.2,672,0,educational
True,24.6,712,0,credit_card
True,36.4,697,0,debt_consolidation
True,4.4,767,4,home_improvement
True,33.8,727,3,credit_card
True,97.1,697,1,small_business
True,56.7,712,1,debt_consolidation
True,75.5,737,1,credit_card
True,92.2,687,0,debt_consolidation
True,81.9,712,1,credit_card
True,57.5,727,0,debt_consolidation
True,79.4,682,2,debt_consolidation
True,71.8,667,0,credit_card
True,87.6,677,0,debt_consolidation
True,4.5,762,0,home_improvement
True,76.2,702,0,all_other
True,56.0,682,2,debt_consolidation
True,26.6,752,0,credit_card
True,49.5,742,2,major_purchase
True,8.2,752,2,all_other
True,0.6,777,1,all_other
True,34.1,672,2,debt_consolidation
True,14.9,762,1,debt_consolidation
True,52.3,667,1,all_other
True,77.7,702,1,small_business
True,93.3,667,1,debt_consolidation
True,44.6,672,3,credit_card
True,65.2,712,0,all_other
True,93.6,722,0,credit_card
True,29.1,697,0,debt_consolidation
True,92.8,677,2,small_business
True,9.5,702,1,all_other
True,64.5,702,0,credit_card
True,20.7,767,0,credit_card
True,84.6,677,1,debt_consolidation
True,44.8,697,1,all_other
True,22.2,722,1,debt_consolidation
True,88.4,747,1,all_other
True,14.9,772,1,all_other
True,68.8,687,0,debt_consolidation
True,55.2,697,0,all_other
True,87.3,667,3,debt_consolidation
True,4.0,742,1,home_improvement
True,32.4,692,0,debt_consolidation
True,2.7,762,1,all_other
True,91.3,697,0,debt_consolidation
True,99.6,672,0,debt_consolidation
True,92.0,692,1,debt_consolidation
True,99.3,672,0,home_improvement
True,54.4,737,0,debt_consolidation
True,1.0,787,3,small_business
True,21.9,762,3,debt_consolidation
True,58.2,702,1,debt_consolidation
True,90.6,682,0,home_improvement
True,11.5,747,0,debt_consolidation
True,53.1,712,2,debt_consolidation
True,94.1,702,1,debt_consolidation
True,47.8,687,0,all_other
True,96.2,667,1,debt_consolidation
True,34.2,727,1,small_business
True,82.2,687,0,debt_consolidation
True,17.2,752,0,credit_card
True,57.9,707,0,debt_consolidation
True,7.3,797,0,home_improvement
True,87.2,672,1,major_purchase
True,41.1,757,0,small_business
True,33.2,712,0,small_business
True,6.3,677,1,debt_consolidation
True,60.1,712,2,credit_card
True,6.1,752,0,all_other
True,60.3,727,1,credit_card
True,67.6,717,2,credit_card
True,60.0,687,1,all_other
True,41.7,717,2,debt_consolidation
True,60.6,697,0,all_other
True,41.7,702,1,debt_consolidation
True,47.4,737,0,small_business
True,75.8,667,0,debt_consolidation
True,51.3,737,0,debt_consolidation
True,52.0,697,0,small_business
True,72.7,672,0,debt_consolidation
True,42.2,692,1,major_purchase
True,25.5,707,2,all_other
True,17.1,717,1,all_other
True,58.0,742,0,all_other
True,37.8,702,0,debt_consolidation
True,57.8,672,1,home_improvement
True,18.5,772,0,credit_card
True,5.3,752,0,all_other
True,0.0,692,1,home_improvement
True,5.7,767,1,debt_consolidation
True,0.7,762,2,small_business
True,73.4,737,0,debt_consolidation
True,92.2,697,2,debt_consolidation
True,1.3,712,1,all_other
True,55.5,747,0,debt_consolidation
True,34.7,712,0,small_business
True,91.7,677,0,debt_consolidation
True,37.2,687,0,debt_consolidation
True,38.3,677,1,debt_consolidation
True,23.2,702,2,major_purchase
True,13.8,742,1,educational
True,20.2,737,1,all_other
True,15.2,702,0,debt_consolidation
True,56.6,687,3,major_purchase
True,29.8,777,1,all_other
True,83.7,687,1,home_improvement
True,21.0,667,3,all_other
True,32.9,682,1,credit_card
True,55.9,687,0,all_other
True,58.5,672,3,major_purchase
True,42.9,682,3,debt_consolidation
True,93.2,672,1,debt_consolidation
True,58.1,697,2,all_other
True,57.0,682,1,credit_card
True,33.3,712,1,debt_consolidation
True,52.8,727,0,debt_consolidation
True,50.0,677,2,debt_consolidation
True,79.6,677,0,home_improvement
True,35.5,727,2,debt_consolidation
True,25.9,742,0,all_other
True,74.4,687,0,debt_consolidation
True,60.0,692,1,debt_consolidation
True,49.2,712,0,small_business
True,48.9,767,5,debt_consolidation
True,12.3,767,4,all_other
True,39.6,692,1,debt_consolidation
True,58.1,697,2,debt_consolidation
True,48.9,717,0,all_other
True,53.7,662,1,debt_consolidation
True,8.4,692,3,all_other
True,64.3,682,0,debt_consolidation
True,11.0,737,0,debt_consolidation
True,47.6,682,0,debt_consolidation
True,64.5,667,2,all_other
True,29.1,747,0,credit_card
True,50.9,737,0,debt_consolidation
True,16.4,767,0,all_other
True,64.2,662,1,educational
True,69.5,742,1,small_business
True,94.1,677,2,small_business
True,24.1,692,1,all_other
True,1.1,792,0,all_other
True,79.0,692,1,small_business
True,65.6,717,0,credit_card
True,9.2,782,0,debt_consolidation
True,7.9,742,1,major_purchase
True,56.4,712,3,all_other
True,80.2,707,0,debt_consolidation
True,56.9,672,0,debt_consolidation
True,67.2,732,0,major_purchase
True,5.9,762,6,small_business
True,51.0,742,0,all_other
True,72.1,712,3,credit_card
True,11.0,792,5,all_other
True,30.4,732,1,debt_consolidation
True,40.4,692,0,debt_consolidation
True,9.1,777,0,all_other
True,70.1,687,1,debt_consolidation
True,1.0,787,1,small_business
True,2.5,822,0,small_business
True,22.9,712,1,small_business
True,93.4,702,1,debt_consolidation
True,66.7,702,0,debt_consolidation
True,72.4,692,1,small_business
True,47.9,672,2,debt_consolidation
True,95.9,722,1,all_other
True,56.3,722,0,debt_consolidation
True,14.2,772,2,major_purchase
True,57.2,717,1,all_other
True,16.3,662,3,all_other
True,49.3,662,1,all_other
True,77.5,717,0,small_business
True,84.4,687,2,debt_consolidation
True,68.5,732,1,debt_consolidation
True,27.3,717,0,all_other
True,48.8,687,2,debt_consolidation
True,10.6,772,0,all_other
True,70.4,667,2,debt_consolidation
True,5.5,822,0,debt_consolidation
True,86.9,687,0,debt_consolidation
True,54.6,717,0,debt_consolidation
True,52.0,692,0,debt_consolidation
True,45.2,707,0,debt_consolidation
True,6.1,757,7,home_improvement
True,53.7,727,3,all_other
True,48.7,667,0,home_improvement
True,33.6,762,0,debt_consolidation
True,39.4,752,0,debt_consolidation
True,48.5,697,0,debt_consolidation
True,2.8,732,0,all_other
True,17.9,782,0,credit_card
True,47.3,662,1,debt_consolidation
True,61.5,747,1,debt_consolidation
True,58.3,677,0,small_business
True,33.4,667,2,debt_consolidation
True,44.8,677,0,debt_consolidation
True,16.9,742,0,home_improvement
True,33.1,682,0,small_business
True,11.4,752,0,major_purchase
True,37.8,702,1,all_other
True,78.6,682,2,debt_consolidation
True,30.3,702,1,debt_consolidation
True,60.0,702,0,credit_card
True,3.7,702,1,all_other
True,63.0,747,3,debt_consolidation
True,31.5,692,0,all_other
True,51.5,687,2,credit_card
True,8.9,692,0,all_other
True,77.3,682,1,debt_consolidation
True,48.5,692,1,all_other
True,93.1,682,2,debt_consolidation
True,11.3,712,2,small_business
True,59.3,672,3,debt_consolidation
True,43.2,682,2,debt_consolidation
True,92.6,707,3,credit_card
True,34.5,767,1,home_improvement
True,71.2,697,0,debt_consolidation
True,10.1,782,0,home_improvement
True,22.0,727,2,debt_consolidation
True,39.2,737,2,all_other
True,48.1,742,3,all_other
True,3.9,807,0,debt_consolidation
True,27.3,702,0,educational
True,21.8,742,0,debt_consolidation
True,26.9,762,1,all_other
True,51.1,687,0,home_improvement
True,3.6,702,3,home_improvement
True,74.2,682,1,credit_card
True,62.2,692,1,all_other
True,17.8,742,1,debt_consolidation
True,61.9,682,1,credit_card
True,47.3,737,1,debt_consolidation
True,25.7,742,0,small_business
True,47.9,727,1,small_business
True,81.1,677,2,all_other
True,48.2,692,0,debt_consolidation
True,89.5,662,0,all_other
True,45.5,712,0,debt_consolidation
True,45.8,722,0,credit_card
True,77.6,672,0,debt_consolidation
True,2.3,772,2,all_other
True,60.0,722,1,debt_consolidation
True,46.3,682,2,major_purchase
True,47.8,672,0,debt_consolidation
True,77.9,717,2,debt_consolidation
True,32.1,752,1,debt_consolidation
True,82.0,687,0,small_business
True,21.1,772,0,debt_consolidation
True,42.2,697,0,all_other
True,2.3,772,0,all_other
True,12.6,732,1,all_other
True,6.5,787,0,home_improvement
True,83.4,687,2,home_improvement
True,86.7,702,0,credit_card
True,27.2,732,2,all_other
True,45.5,752,2,all_other
True,34.8,662,0,home_improvement
True,14.3,747,2,credit_card
True,22.1,682,1,debt_consolidation
True,13.8,762,2,all_other
True,38.8,697,1,small_business
True,0.6,772,0,small_business
True,1.8,717,2,all_other
True,61.2,667,1,all_other
True,38.3,777,2,major_purchase
True,32.0,717,1,debt_consolidation
True,26.3,742,5,debt_consolidation
True,22.8,747,5,all_other
True,40.4,732,0,debt_consolidation
True,23.1,677,2,educational
True,61.0,732,0,debt_consolidation
True,77.8,692,0,all_other
True,19.4,702,2,all_other
True,37.9,727,1,all_other
True,6.3,787,1,home_improvement
True,3.3,807,3,small_business
True,65.2,672,3,all_other
True,22.1,762,1,educational
True,3.3,667,3,major_purchase
True,15.2,792,1,small_business
True,29.0,722,2,credit_card
True,44.8,712,0,debt_consolidation
True,10.1,712,2,small_business
True,14.6,732,0,debt_consolidation
True,34.2,682,2,home_improvement
True,34.8,677,0,credit_card
True,85.8,682,1,debt_consolidation
True,25.3,757,0,all_other
True,49.9,682,3,debt_consolidation
True,41.2,717,2,debt_consolidation
True,42.3,722,2,major_purchase
True,99.3,712,0,all_other
True,32.1,672,3,debt_consolidation
True,33.4,717,3,debt_consolidation
True,65.9,732,0,all_other
True,49.1,687,0,all_other
True,66.5,672,1,debt_consolidation
True,91.1,677,1,home_improvement
True,38.3,697,1,debt_consolidation
True,90.4,682,2,debt_consolidation
True,30.0,762,1,credit_card
True,78.9,667,0,debt_consolidation
True,45.6,722,0,debt_consolidation
True,49.2,707,0,home_improvement
True,57.8,697,2,debt_consolidation
True,67.5,667,0,all_other
True,47.7,722,3,debt_consolidation
True,94.9,672,1,debt_consolidation
True,28.4,712,2,small_business
True,27.2,732,0,credit_card
True,37.6,677,1,home_improvement
True,63.2,747,0,debt_consolidation
True,0.1,722,2,debt_consolidation
True,70.3,677,1,all_other
True,0.4,787,2,major_purchase
True,79.2,702,1,all_other
True,0.0,752,1,all_other
True,27.6,682,1,debt_consolidation
True,19.0,737,0,all_other
True,58.8,667,1,all_other
True,83.2,687,1,debt_consolidation
True,4.6,667,3,small_business
True,81.1,682,3,debt_consolidation
True,71.9,682,1,debt_consolidation
True,34.0,762,1,home_improvement
True,94.0,697,1,debt_consolidation
True,53.7,697,3,debt_consolidation
True,53.2,727,1,all_other
True,12.7,752,1,debt_consolidation
True,30.9,727,2,debt_consolidation
True,41.0,727,2,credit_card
True,43.1,727,0,credit_card
True,59.4,667,3,all_other
True,67.0,737,1,small_business
True,51.9,757,2,small_business
True,25.0,737,3,small_business
True,9.3,757,0,major_purchase
True,33.7,742,0,all_other
True,0.0,787,1,small_business
True,81.7,702,2,debt_consolidation
True,0.2,782,1,all_other
True,1.0,787,0,small_business
True,59.1,727,0,all_other
True,79.8,672,0,educational
True,63.7,697,2,debt_consolidation
True,45.2,682,0,all_other
True,37.5,707,2,major_purchase
True,5.4,772,0,all_other
True,91.6,697,1,debt_consolidation
True,33.9,802,1,small_business
True,51.0,722,1,all_other
True,48.8,672,2,all_other
True,33.7,747,1,all_other
True,59.8,662,0,debt_consolidation
True,6.7,737,1,all_other
True,18.7,787,4,small_business
True,85.2,732,0,all_other
True,22.1,737,3,debt_consolidation
True,52.4,672,2,small_business
True,32.6,757,0,debt_consolidation
True,17.4,707,2,small_business
True,43.4,732,2,debt_consolidation
True,56.7,742,0,debt_consolidation
True,33.6,707,1,credit_card
True,49.3,702,2,credit_card
True,95.5,687,1,debt_consolidation
True,89.5,672,3,all_other
True,10.7,742,0,small_business
True,22.3,727,1,all_other
True,6.1,772,0,small_business
True,93.6,687,0,all_other
True,97.3,677,0,debt_consolidation
True,11.9,737,0,debt_consolidation
True,93.1,662,1,debt_consolidation
True,29.4,757,0,debt_consolidation
True,33.1,697,0,debt_consolidation
True,53.3,662,2,all_other
True,50.3,727,1,credit_card
True,42.1,752,1,small_business
True,57.9,662,2,debt_consolidation
True,44.7,722,0,all_other
True,67.0,662,1,debt_consolidation
True,84.7,717,0,debt_consolidation
True,93.2,707,0,debt_consolidation
True,76.9,717,0,credit_card
True,6.6,777,0,all_other
True,14.7,782,0,all_other
True,2.8,757,1,all_other
True,27.7,752,2,major_purchase
True,15.6,732,1,all_other
True,32.3,722,2,all_other
True,1.7,807,0,major_purchase
True,8.7,757,0,home_improvement
True,54.3,697,1,debt_consolidation
True,38.8,757,1,credit_card
True,51.6,692,1,all_other
True,68.6,677,0,all_other
True,94.8,722,1,debt_consolidation
True,5.5,737,1,debt_consolidation
True,15.1,687,3,small_business
True,42.5,772,0,small_business
True,14.0,687,1,debt_consolidation
True,98.9,732,3,debt_consolidation
True,57.4,717,0,credit_card
True,18.3,742,2,debt_consolidation
True,84.9,697,2,major_purchase
True,10.1,757,0,all_other
True,0.4,782,0,all_other
True,31.8,672,1,all_other
True,88.0,677,0,debt_consolidation
True,23.9,747,0,debt_consolidation
True,10.6,777,2,home_improvement
True,3.8,787,1,all_other
True,95.3,692,0,debt_consolidation
True,52.0,697,3,debt_consolidation
True,66.4,742,2,credit_card
True,32.4,682,0,debt_consolidation
True,57.9,662,0,debt_consolidation
True,35.3,697,0,debt_consolidation
True,4.6,757,0,home_improvement
True,4.2,697,0,all_other
True,10.7,727,0,educational
True,88.0,662,1,small_business
True,52.6,692,0,credit_card
True,31.9,712,0,all_other
True,72.0,692,1,all_other
True,7.4,802,1,small_business
True,43.2,702,2,debt_consolidation
True,0.0,722,2,home_improvement
True,82.9,662,0,all_other
True,81.1,707,1,home_improvement
True,57.4,667,2,all_other
True,68.9,747,2,credit_card
True,24.5,777,5,all_other
True,89.3,707,0,small_business
True,4.5,782,0,small_business
True,88.1,672,0,all_other
True,18.0,677,0,all_other
True,57.7,672,1,debt_consolidation
True,40.2,702,1,major_purchase
True,14.6,747,7,all_other
True,27.1,727,1,all_other
True,74.9,687,1,debt_consolidation
True,0.0,667,1,major_purchase
True,73.8,682,0,debt_consolidation
True,74.7,692,3,debt_consolidation
True,0.2,737,3,small_business
True,94.8,707,2,credit_card
True,0.0,692,0,home_improvement
True,53.3,717,1,all_other
True,53.9,707,1,small_business
True,60.9,697,0,all_other
True,94.9,697,0,debt_consolidation
True,33.1,702,1,debt_consolidation
True,33.9,697,0,all_other
True,54.6,727,2,credit_card
True,24.2,762,0,debt_consolidation
True,0.0,742,0,small_business
True,46.0,697,0,small_business
True,51.5,672,0,debt_consolidation
True,37.1,752,0,all_other
True,21.4,772,1,all_other
True,25.3,712,0,all_other
True,7.4,802,0,debt_consolidation
True,49.6,762,1,all_other
True,89.0,692,2,debt_consolidation
True,12.7,792,0,all_other
True,41.9,667,0,debt_consolidation
True,11.3,757,0,all_other
True,85.8,702,0,credit_card
True,7.7,797,1,small_business
True,97.5,672,0,debt_consolidation
True,89.6,692,1,all_other
True,98.6,702,1,small_business
True,25.5,712,0,credit_card
True,53.4,722,0,all_other
True,21.6,712,0,credit_card
True,45.1,687,2,educational
True,5.8,747,0,major_purchase
True,62.3,667,1,debt_consolidation
True,20.8,707,0,debt_consolidation
True,45.1,712,1,debt_consolidation
True,23.1,697,1,debt_consolidation
True,98.3,667,0,debt_consolidation
True,37.5,677,1,debt_consolidation
True,45.6,702,0,debt_consolidation
True,71.3,702,0,debt_consolidation
True,92.9,687,0,credit_card
True,90.1,692,2,credit_card
True,12.4,757,3,debt_consolidation
True,92.9,692,1,debt_consolidation
True,34.4,737,1,credit_card
True,78.3,672,0,debt_consolidation
True,68.7,682,0,debt_consolidation
True,18.1,777,0,home_improvement
True,50.5,662,0,home_improvement
True,59.5,677,0,debt_consolidation
True,10.7,787,4,home_improvement
True,13.8,707,3,all_other
True,49.9,687,2,debt_consolidation
True,33.9,712,2,all_other
True,0.0,722,1,educational
True,40.7,757,0,small_business
True,8.8,812,1,debt_consolidation
True,72.4,682,2,all_other
True,48.8,672,2,all_other
True,83.9,712,0,credit_card
True,95.9,662,1,debt_consolidation
True,2.5,692,2,small_business
True,3.9,667,2,all_other
True,25.8,662,0,all_other
True,41.1,757,2,credit_card
True,26.7,682,1,debt_consolidation
True,38.1,727,0,home_improvement
True,96.0,677,0,debt_consolidation
True,10.8,782,0,debt_consolidation
True,0.2,782,2,all_other
True,8.7,762,2,all_other
True,41.6,712,2,major_purchase
True,21.9,762,0,all_other
True,85.6,667,2,debt_consolidation
True,68.0,662,0,debt_consolidation
True,14.7,792,0,all_other
True,24.9,762,2,debt_consolidation
True,31.9,692,3,small_business
True,2.8,702,1,small_business
True,95.9,692,0,credit_card
True,93.9,682,2,all_other
True,27.9,747,1,all_other
True,96.1,712,1,debt_consolidation
True,83.3,662,0,debt_consolidation
True,8.9,677,0,all_other
True,32.9,747,2,debt_consolidation
True,10.4,702,1,all_other
True,6.2,712,1,all_other
True,29.3,712,2,all_other
True,61.9,717,1,debt_consolidation
True,63.5,672,0,debt_consolidation
True,3.9,802,1,small_business
True,58.7,672,3,debt_consolidation
True,4.5,752,1,home_improvement
True,69.3,662,2,all_other
True,82.9,742,3,small_business
True,54.6,687,1,all_other
True,47.6,667,1,all_other
True,53.9,697,1,credit_card
True,10.3,697,0,all_other
True,15.2,772,1,all_other
True,58.1,747,0,debt_consolidation
True,26.9,717,0,all_other
True,80.8,702,0,credit_card
True,6.6,762,1,debt_consolidation
True,90.4,697,1,debt_consolidation
True,73.4,722,0,small_business
True,67.2,682,0,debt_consolidation
True,0.0,727,0,small_business
True,42.3,687,0,debt_consolidation
True,86.0,667,0,debt_consolidation
True,60.4,742,2,credit_card
True,27.9,722,2,debt_consolidation
True,49.4,762,0,debt_consolidation
True,14.3,687,2,home_improvement
True,57.9,797,3,debt_consolidation
True,40.7,777,0,home_improvement
True,1.2,687,1,major_purchase
True,97.0,672,1,small_business
True,29.8,772,0,all_other
True,0.0,757,0,educational
True,54.4,702,3,all_other
True,43.6,737,2,major_purchase
True,69.4,742,1,all_other
True,55.9,697,2,debt_consolidation
True,44.6,662,3,major_purchase
True,27.2,727,0,debt_consolidation
True,56.0,732,0,debt_consolidation
True,23.8,702,0,debt_consolidation
True,82.1,667,2,debt_consolidation
True,6.4,752,5,home_improvement
True,81.0,702,1,debt_consolidation
True,61.2,727,1,educational
True,8.6,772,2,all_other
True,11.1,752,0,debt_consolidation
True,32.2,732,1,debt_consolidation
True,84.6,677,0,all_other
True,0.1,767,0,all_other
True,52.3,717,0,debt_consolidation
True,53.4,687,2,home_improvement
True,84.0,672,0,major_purchase
True,0.1,712,0,all_other
True,87.6,682,0,debt_consolidation
True,57.8,712,0,debt_consolidation
True,66.9,747,0,all_other
True,67.1,742,0,all_other
True,28.1,687,2,all_other
True,67.0,662,2,debt_consolidation
True,30.0,747,0,all_other
True,31.4,742,0,all_other
True,0.0,782,1,all_other
True,61.4,727,2,debt_consolidation
True,36.6,722,0,credit_card
True,40.5,702,1,all_other
True,6.2,797,2,all_other
True,29.8,757,0,all_other
True,89.9,727,3,small_business
True,39.8,677,2,debt_consolidation
True,8.2,782,0,all_other
True,48.7,732,1,small_business
True,12.5,677,3,all_other
True,61.8,707,0,debt_consolidation
True,71.5,687,0,all_other
True,73.5,677,0,all_other
True,44.3,752,1,home_improvement
True,44.7,697,0,debt_consolidation
True,43.1,692,1,debt_consolidation
True,38.4,687,0,all_other
True,5.5,762,0,small_business
True,49.8,712,3,all_other
True,19.3,712,2,all_other
True,23.9,707,2,debt_consolidation
True,58.1,687,0,debt_consolidation
True,25.6,782,0,debt_consolidation
True,44.4,742,0,debt_consolidation
True,90.6,702,1,debt_consolidation
True,25.2,762,0,debt_consolidation
True,88.9,662,0,home_improvement
True,45.5,687,0,debt_consolidation
True,0.0,807,2,home_improvement
True,84.7,727,0,debt_consolidation
True,98.3,667,0,credit_card
True,42.9,747,1,all_other
True,7.1,737,0,debt_consolidation
True,73.0,677,0,small_business
True,53.6,737,0,credit_card
True,6.0,737,3,all_other
True,3.6,777,0,all_other
True,58.9,682,0,all_other
True,10.9,767,0,debt_consolidation
True,19.7,772,2,debt_consolidation
True,21.8,662,1,debt_consolidation
True,16.2,737,2,debt_consolidation
True,49.9,667,2,debt_consolidation
True,70.6,687,1,debt_consolidation
True,56.4,692,1,credit_card
True,1.9,762,0,all_other
True,0.0,717,2,educational
True,50.3,742,1,all_other
True,22.1,772,0,all_other
True,8.7,777,2,debt_consolidation
True,11.3,787,0,debt_consolidation
True,79.8,667,3,debt_consolidation
True,36.8,732,2,small_business
True,25.0,742,1,debt_consolidation
True,97.5,732,1,home_improvement
True,87.3,677,3,debt_consolidation
True,61.1,677,3,all_other
True,70.3,757,2,debt_consolidation
True,92.7,702,0,debt_consolidation
True,84.6,687,0,educational
True,29.6,782,0,debt_consolidation
True,28.4,712,0,all_other
True,15.6,772,0,small_business
True,6.6,792,3,all_other
True,0.0,722,3,small_business
True,72.1,737,1,credit_card
True,47.0,712,0,home_improvement
True,38.1,717,1,credit_card
True,19.1,792,2,home_improvement
True,86.0,682,0,debt_consolidation
True,19.1,732,3,small_business
True,68.1,682,1,credit_card
True,93.7,732,0,home_improvement
True,33.9,677,3,credit_card
True,21.1,762,1,all_other
True,14.2,722,0,all_other
True,6.4,812,0,all_other
True,39.9,677,0,educational
True,12.3,767,0,credit_card
True,22.7,717,3,all_other
True,3.2,782,0,debt_consolidation
True,65.2,682,2,credit_card
True,53.6,672,0,educational
True,76.9,722,0,credit_card
True,5.1,712,3,credit_card
True,29.6,757,0,credit_card
True,95.0,662,0,debt_consolidation
True,54.3,692,1,debt_consolidation
True,37.1,732,0,home_improvement
True,66.7,722,1,debt_consolidation
True,39.8,707,1,all_other
True,0.1,777,0,home_improvement
True,92.8,667,1,educational
True,61.0,677,0,debt_consolidation
True,60.9,687,3,credit_card
True,30.0,682,0,debt_consolidation
True,79.4,697,0,debt_consolidation
True,15.8,777,0,credit_card
True,55.0,677,2,all_other
True,30.9,737,1,debt_consolidation
True,59.2,712,1,debt_consolidation
True,14.2,752,0,small_business
True,80.3,667,0,credit_card
True,10.9,757,1,all_other
True,18.6,707,1,all_other
True,27.5,687,1,debt_consolidation
True,31.2,787,0,credit_card
True,97.0,722,0,debt_consolidation
True,14.3,737,0,all_other
True,87.3,707,3,home_improvement
True,6.9,757,3,home_improvement
True,27.7,747,1,credit_card
True,3.5,737,2,small_business
True,65.7,687,1,credit_card
True,76.6,707,2,debt_consolidation
True,93.6,672,3,small_business
True,51.4,752,0,credit_card
True,8.6,767,0,all_other
True,81.2,692,2,debt_consolidation
True,38.8,717,0,all_other
True,49.8,687,0,all_other
True,89.0,727,1,all_other
True,88.6,667,0,debt_consolidation
True,30.9,747,3,credit_card
True,42.4,667,2,all_other
True,95.8,737,0,all_other
True,22.7,747,1,all_other
True,32.3,752,1,credit_card
True,50.4,777,0,all_other
True,43.6,722,1,all_other
True,88.0,712,0,all_other
True,62.0,757,2,home_improvement
True,0.3,752,3,small_business
True,7.6,752,0,home_improvement
True,53.2,697,3,debt_consolidation
True,95.1,682,0,all_other
True,10.3,747,2,major_purchase
True,86.2,702,2,debt_consolidation
True,83.2,667,3,debt_consolidation
True,25.0,752,2,debt_consolidation
True,30.1,682,2,debt_consolidation
True,44.7,732,1,credit_card
True,11.3,742,4,home_improvement
True,0.4,762,2,small_business
True,0.0,752,5,debt_consolidation
True,4.7,702,2,all_other
True,1.3,752,1,home_improvement
True,44.1,752,0,credit_card
True,11.8,732,0,small_business
True,29.1,752,1,all_other
True,47.2,712,1,debt_consolidation
True,43.2,722,1,all_other
True,54.6,702,2,debt_consolidation
True,35.6,752,7,small_business
True,27.0,732,1,all_other
True,32.4,747,2,debt_consolidation
True,40.5,732,1,credit_card
True,10.3,742,2,small_business
True,73.3,707,1,educational
True,72.6,707,3,debt_consolidation
True,78.1,722,1,credit_card
True,20.2,747,1,debt_consolidation
True,63.3,692,0,debt_consolidation
True,46.1,717,0,home_improvement
True,92.2,697,0,debt_consolidation
True,71.3,682,3,debt_consolidation
True,41.2,757,0,debt_consolidation
True,71.8,707,3,all_other
True,17.2,712,2,home_improvement
True,36.3,787,1,debt_consolidation
True,0.2,732,1,all_other
True,32.7,687,0,debt_consolidation
True,37.6,697,0,small_business
True,91.7,697,0,credit_card
True,51.7,687,0,home_improvement
True,73.2,692,0,debt_consolidation
True,46.1,707,0,all_other
True,15.6,747,0,credit_card
